cleaning log files...
loading spack
loading fdapde_devel environment
Eigen library found at /home/u10656115/.spack/packages/linux-cascadelake/eigen-3.4.0-hklx4lp26fdlaepysl2vcl6zyvtf5cag
compiling...
launching executable...
n_obs_per_clust: 20
n_clust:         3
N:               10
seed:            42
create directory per output
11 1
caricati dati 
creati spazi, dist and init
distanza ck:0 i:37 vale=2.30396 , best dist:1.79769e+308
distanza ck:1 i:37 vale=2.27929 , best dist:2.30396
distanza ck:2 i:37 vale=2.27833 , best dist:2.27929
distanza ck:0 i:38 vale=2.26934 , best dist:1.79769e+308
distanza ck:1 i:38 vale=2.23702 , best dist:2.26934
distanza ck:2 i:38 vale=2.25501 , best dist:2.23702
distanza ck:0 i:39 vale=2.24789 , best dist:1.79769e+308
distanza ck:1 i:39 vale=2.22722 , best dist:2.24789
distanza ck:2 i:39 vale=2.25584 , best dist:2.22722
distanza ck:0 i:40 vale=2.36121 , best dist:1.79769e+308
distanza ck:1 i:40 vale=2.28339 , best dist:2.36121
distanza ck:2 i:40 vale=1.90366 , best dist:2.28339
distanza ck:0 i:41 vale=2.35885 , best dist:1.79769e+308
distanza ck:1 i:41 vale=2.30636 , best dist:2.35885
distanza ck:2 i:41 vale=2.25621 , best dist:2.30636
distanza ck:0 i:42 vale=2.30733 , best dist:1.79769e+308
distanza ck:1 i:42 vale=2.26892 , best dist:2.30733
distanza ck:2 i:42 vale=2.22237 , best dist:2.26892
distanza ck:0 i:43 vale=2.35027 , best dist:1.79769e+308
distanza ck:1 i:43 vale=2.2893 , best dist:2.35027
distanza ck:2 i:43 vale=2.25648 , best dist:2.2893
distanza ck:0 i:44 vale=2.33344 , best dist:1.79769e+308
distanza ck:1 i:44 vale=2.27726 , best dist:2.33344
distanza ck:2 i:44 vale=2.25522 , best dist:2.27726
distanza ck:0 i:45 vale=2.30634 , best dist:1.79769e+308
distanza ck:1 i:45 vale=2.24374 , best dist:2.30634
distanza ck:2 i:45 vale=2.22939 , best dist:2.24374
distanza ck:0 i:46 vale=2.33201 , best dist:1.79769e+308
distanza ck:1 i:46 vale=2.26352 , best dist:2.33201
distanza ck:2 i:46 vale=2.23936 , best dist:2.26352
distanza ck:0 i:47 vale=2.34614 , best dist:1.79769e+308
distanza ck:1 i:47 vale=2.25512 , best dist:2.34614
distanza ck:2 i:47 vale=2.24583 , best dist:2.25512
distanza ck:0 i:48 vale=2.32229 , best dist:1.79769e+308
distanza ck:1 i:48 vale=2.25356 , best dist:2.32229
distanza ck:2 i:48 vale=2.23855 , best dist:2.25356
distanza ck:0 i:49 vale=2.32016 , best dist:1.79769e+308
distanza ck:1 i:49 vale=2.26227 , best dist:2.32016
distanza ck:2 i:49 vale=2.23067 , best dist:2.26227
distanza ck:0 i:50 vale=2.33895 , best dist:1.79769e+308
distanza ck:1 i:50 vale=2.26229 , best dist:2.33895
distanza ck:2 i:50 vale=2.229 , best dist:2.26229
distanza ck:0 i:51 vale=2.35779 , best dist:1.79769e+308
distanza ck:1 i:51 vale=2.2796 , best dist:2.35779
distanza ck:2 i:51 vale=2.26008 , best dist:2.2796
distanza ck:0 i:52 vale=2.32742 , best dist:1.79769e+308
distanza ck:1 i:52 vale=2.27444 , best dist:2.32742
distanza ck:2 i:52 vale=2.22264 , best dist:2.27444
distanza ck:0 i:53 vale=2.36216 , best dist:1.79769e+308
distanza ck:1 i:53 vale=2.29732 , best dist:2.36216
distanza ck:2 i:53 vale=2.26584 , best dist:2.29732
distanza ck:0 i:54 vale=2.3484 , best dist:1.79769e+308
distanza ck:1 i:54 vale=2.27069 , best dist:2.3484
distanza ck:2 i:54 vale=2.22404 , best dist:2.27069
distanza ck:0 i:55 vale=2.35073 , best dist:1.79769e+308
distanza ck:1 i:55 vale=2.28595 , best dist:2.35073
distanza ck:2 i:55 vale=2.25868 , best dist:2.28595
distanza ck:0 i:56 vale=2.31653 , best dist:1.79769e+308
distanza ck:1 i:56 vale=2.25041 , best dist:2.31653
distanza ck:2 i:56 vale=2.22195 , best dist:2.25041
distanza ck:0 i:57 vale=2.31977 , best dist:1.79769e+308
distanza ck:1 i:57 vale=2.25689 , best dist:2.31977
distanza ck:2 i:57 vale=2.2043 , best dist:2.25689
distanza ck:0 i:58 vale=2.36341 , best dist:1.79769e+308
distanza ck:1 i:58 vale=2.29132 , best dist:2.36341
distanza ck:2 i:58 vale=2.26072 , best dist:2.29132
distanza ck:0 i:59 vale=2.32867 , best dist:1.79769e+308
distanza ck:1 i:59 vale=2.28036 , best dist:2.32867
distanza ck:2 i:59 vale=2.25735 , best dist:2.28036
fine step assegnazione it0
ricalcolo centroidi come medi in it0
ricalcolati centroidi, fare smoot iter0
finito smoot centroidi e quindi fine iter0
membri ad iter0: 
0 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2 , 1 , 1 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 
step assegnazione it1
distanza ck:0 i:0 vale=2.13855 , best dist:1.79769e+308
distanza ck:1 i:0 vale=2.17149 , best dist:2.13855
distanza ck:2 i:0 vale=2.23765 , best dist:2.13855
distanza ck:0 i:1 vale=2.18512 , best dist:1.79769e+308
distanza ck:1 i:1 vale=2.2173 , best dist:2.18512
distanza ck:2 i:1 vale=2.27826 , best dist:2.18512
distanza ck:0 i:2 vale=2.13233 , best dist:1.79769e+308
distanza ck:1 i:2 vale=2.16465 , best dist:2.13233
distanza ck:2 i:2 vale=2.23559 , best dist:2.13233
distanza ck:0 i:3 vale=2.18193 , best dist:1.79769e+308
distanza ck:1 i:3 vale=2.18047 , best dist:2.18193
distanza ck:2 i:3 vale=2.2617 , best dist:2.18047
distanza ck:0 i:4 vale=2.15762 , best dist:1.79769e+308
distanza ck:1 i:4 vale=2.19322 , best dist:2.15762
distanza ck:2 i:4 vale=2.26311 , best dist:2.15762
distanza ck:0 i:5 vale=2.1613 , best dist:1.79769e+308
distanza ck:1 i:5 vale=2.159 , best dist:2.1613
distanza ck:2 i:5 vale=2.23939 , best dist:2.159
distanza ck:0 i:6 vale=2.15519 , best dist:1.79769e+308
distanza ck:1 i:6 vale=2.19946 , best dist:2.15519
distanza ck:2 i:6 vale=2.26744 , best dist:2.15519
distanza ck:0 i:7 vale=2.1828 , best dist:1.79769e+308
distanza ck:1 i:7 vale=2.21299 , best dist:2.1828
distanza ck:2 i:7 vale=2.27623 , best dist:2.1828
distanza ck:0 i:8 vale=2.16528 , best dist:1.79769e+308
distanza ck:1 i:8 vale=2.2044 , best dist:2.16528
distanza ck:2 i:8 vale=2.27524 , best dist:2.16528
distanza ck:0 i:9 vale=2.15164 , best dist:1.79769e+308
distanza ck:1 i:9 vale=2.18756 , best dist:2.15164
distanza ck:2 i:9 vale=2.2524 , best dist:2.15164
distanza ck:0 i:10 vale=2.1578 , best dist:1.79769e+308
distanza ck:1 i:10 vale=2.197 , best dist:2.1578
distanza ck:2 i:10 vale=2.26703 , best dist:2.1578
distanza ck:0 i:11 vale=2.14755 , best dist:1.79769e+308
distanza ck:1 i:11 vale=2.18647 , best dist:2.14755
distanza ck:2 i:11 vale=2.25526 , best dist:2.14755
distanza ck:0 i:12 vale=2.15794 , best dist:1.79769e+308
distanza ck:1 i:12 vale=2.1901 , best dist:2.15794
distanza ck:2 i:12 vale=2.2481 , best dist:2.15794
distanza ck:0 i:13 vale=2.13412 , best dist:1.79769e+308
distanza ck:1 i:13 vale=2.17025 , best dist:2.13412
distanza ck:2 i:13 vale=2.24404 , best dist:2.13412
distanza ck:0 i:14 vale=2.13234 , best dist:1.79769e+308
distanza ck:1 i:14 vale=2.17288 , best dist:2.13234
distanza ck:2 i:14 vale=2.24578 , best dist:2.13234
distanza ck:0 i:15 vale=2.16169 , best dist:1.79769e+308
distanza ck:1 i:15 vale=2.19804 , best dist:2.16169
distanza ck:2 i:15 vale=2.2599 , best dist:2.16169
distanza ck:0 i:16 vale=2.14646 , best dist:1.79769e+308
distanza ck:1 i:16 vale=2.18011 , best dist:2.14646
distanza ck:2 i:16 vale=2.24045 , best dist:2.14646
distanza ck:0 i:17 vale=2.15078 , best dist:1.79769e+308
distanza ck:1 i:17 vale=2.18567 , best dist:2.15078
distanza ck:2 i:17 vale=2.25383 , best dist:2.15078
distanza ck:0 i:18 vale=2.14003 , best dist:1.79769e+308
distanza ck:1 i:18 vale=2.17713 , best dist:2.14003
distanza ck:2 i:18 vale=2.25127 , best dist:2.14003
distanza ck:0 i:19 vale=2.16815 , best dist:1.79769e+308
distanza ck:1 i:19 vale=2.20484 , best dist:2.16815
distanza ck:2 i:19 vale=2.26953 , best dist:2.16815
distanza ck:0 i:20 vale=2.18883 , best dist:1.79769e+308
distanza ck:1 i:20 vale=2.14082 , best dist:2.18883
distanza ck:2 i:20 vale=2.1846 , best dist:2.14082
distanza ck:0 i:21 vale=2.21828 , best dist:1.79769e+308
distanza ck:1 i:21 vale=2.1747 , best dist:2.21828
distanza ck:2 i:21 vale=2.21618 , best dist:2.1747
distanza ck:0 i:22 vale=2.22049 , best dist:1.79769e+308
distanza ck:1 i:22 vale=2.17325 , best dist:2.22049
distanza ck:2 i:22 vale=2.20987 , best dist:2.17325
distanza ck:0 i:23 vale=2.17663 , best dist:1.79769e+308
distanza ck:1 i:23 vale=2.13411 , best dist:2.17663
distanza ck:2 i:23 vale=2.17227 , best dist:2.13411
distanza ck:0 i:24 vale=2.19033 , best dist:1.79769e+308
distanza ck:1 i:24 vale=2.14426 , best dist:2.19033
distanza ck:2 i:24 vale=2.18194 , best dist:2.14426
distanza ck:0 i:25 vale=2.19671 , best dist:1.79769e+308
distanza ck:1 i:25 vale=2.15371 , best dist:2.19671
distanza ck:2 i:25 vale=2.18985 , best dist:2.15371
distanza ck:0 i:26 vale=2.20603 , best dist:1.79769e+308
distanza ck:1 i:26 vale=2.16402 , best dist:2.20603
distanza ck:2 i:26 vale=2.19753 , best dist:2.16402
distanza ck:0 i:27 vale=2.24962 , best dist:1.79769e+308
distanza ck:1 i:27 vale=2.1985 , best dist:2.24962
distanza ck:2 i:27 vale=2.23123 , best dist:2.1985
distanza ck:0 i:28 vale=2.20647 , best dist:1.79769e+308
distanza ck:1 i:28 vale=2.15543 , best dist:2.20647
distanza ck:2 i:28 vale=2.18975 , best dist:2.15543
distanza ck:0 i:29 vale=2.19266 , best dist:1.79769e+308
distanza ck:1 i:29 vale=2.14467 , best dist:2.19266
distanza ck:2 i:29 vale=2.18121 , best dist:2.14467
distanza ck:0 i:30 vale=2.23531 , best dist:1.79769e+308
distanza ck:1 i:30 vale=2.18783 , best dist:2.23531
distanza ck:2 i:30 vale=2.21914 , best dist:2.18783
distanza ck:0 i:31 vale=2.17692 , best dist:1.79769e+308
distanza ck:1 i:31 vale=2.13456 , best dist:2.17692
distanza ck:2 i:31 vale=2.16908 , best dist:2.13456
distanza ck:0 i:32 vale=2.1968 , best dist:1.79769e+308
distanza ck:1 i:32 vale=2.15754 , best dist:2.1968
distanza ck:2 i:32 vale=2.20102 , best dist:2.15754
distanza ck:0 i:33 vale=2.20507 , best dist:1.79769e+308
distanza ck:1 i:33 vale=2.15807 , best dist:2.20507
distanza ck:2 i:33 vale=2.1911 , best dist:2.15807
distanza ck:0 i:34 vale=2.21095 , best dist:1.79769e+308
distanza ck:1 i:34 vale=2.16362 , best dist:2.21095
distanza ck:2 i:34 vale=2.19855 , best dist:2.16362
distanza ck:0 i:35 vale=2.22057 , best dist:1.79769e+308
distanza ck:1 i:35 vale=2.16824 , best dist:2.22057
distanza ck:2 i:35 vale=2.20474 , best dist:2.16824
distanza ck:0 i:36 vale=2.21329 , best dist:1.79769e+308
distanza ck:1 i:36 vale=2.17397 , best dist:2.21329
distanza ck:2 i:36 vale=2.21295 , best dist:2.17397
distanza ck:0 i:37 vale=2.23459 , best dist:1.79769e+308
distanza ck:1 i:37 vale=2.20103 , best dist:2.23459
distanza ck:2 i:37 vale=2.20313 , best dist:2.20103
distanza ck:0 i:38 vale=2.20443 , best dist:1.79769e+308
distanza ck:1 i:38 vale=2.15489 , best dist:2.20443
distanza ck:2 i:38 vale=2.18988 , best dist:2.15489
distanza ck:0 i:39 vale=2.1946 , best dist:1.79769e+308
distanza ck:1 i:39 vale=2.14942 , best dist:2.1946
distanza ck:2 i:39 vale=2.19324 , best dist:2.14942
distanza ck:0 i:40 vale=2.28837 , best dist:1.79769e+308
distanza ck:1 i:40 vale=2.21632 , best dist:2.28837
distanza ck:2 i:40 vale=2.16843 , best dist:2.21632
distanza ck:0 i:41 vale=2.30111 , best dist:1.79769e+308
distanza ck:1 i:41 vale=2.22676 , best dist:2.30111
distanza ck:2 i:41 vale=2.17528 , best dist:2.22676
distanza ck:0 i:42 vale=2.26089 , best dist:1.79769e+308
distanza ck:1 i:42 vale=2.19233 , best dist:2.26089
distanza ck:2 i:42 vale=2.14412 , best dist:2.19233
distanza ck:0 i:43 vale=2.28078 , best dist:1.79769e+308
distanza ck:1 i:43 vale=2.21315 , best dist:2.28078
distanza ck:2 i:43 vale=2.17179 , best dist:2.21315
distanza ck:0 i:44 vale=2.27097 , best dist:1.79769e+308
distanza ck:1 i:44 vale=2.20316 , best dist:2.27097
distanza ck:2 i:44 vale=2.15901 , best dist:2.20316
distanza ck:0 i:45 vale=2.24718 , best dist:1.79769e+308
distanza ck:1 i:45 vale=2.18464 , best dist:2.24718
distanza ck:2 i:45 vale=2.14342 , best dist:2.18464
distanza ck:0 i:46 vale=2.2764 , best dist:1.79769e+308
distanza ck:1 i:46 vale=2.2039 , best dist:2.2764
distanza ck:2 i:46 vale=2.15508 , best dist:2.2039
distanza ck:0 i:47 vale=2.26847 , best dist:1.79769e+308
distanza ck:1 i:47 vale=2.19749 , best dist:2.26847
distanza ck:2 i:47 vale=2.15642 , best dist:2.19749
distanza ck:0 i:48 vale=2.25939 , best dist:1.79769e+308
distanza ck:1 i:48 vale=2.19527 , best dist:2.25939
distanza ck:2 i:48 vale=2.15827 , best dist:2.19527
distanza ck:0 i:49 vale=2.25801 , best dist:1.79769e+308
distanza ck:1 i:49 vale=2.18933 , best dist:2.25801
distanza ck:2 i:49 vale=2.14366 , best dist:2.18933
distanza ck:0 i:50 vale=2.26988 , best dist:1.79769e+308
distanza ck:1 i:50 vale=2.19667 , best dist:2.26988
distanza ck:2 i:50 vale=2.14787 , best dist:2.19667
distanza ck:0 i:51 vale=2.29031 , best dist:1.79769e+308
distanza ck:1 i:51 vale=2.2212 , best dist:2.29031
distanza ck:2 i:51 vale=2.17897 , best dist:2.2212
distanza ck:0 i:52 vale=2.27101 , best dist:1.79769e+308
distanza ck:1 i:52 vale=2.20083 , best dist:2.27101
distanza ck:2 i:52 vale=2.14821 , best dist:2.20083
distanza ck:0 i:53 vale=2.29341 , best dist:1.79769e+308
distanza ck:1 i:53 vale=2.22385 , best dist:2.29341
distanza ck:2 i:53 vale=2.1796 , best dist:2.22385
distanza ck:0 i:54 vale=2.27196 , best dist:1.79769e+308
distanza ck:1 i:54 vale=2.20646 , best dist:2.27196
distanza ck:2 i:54 vale=2.15533 , best dist:2.20646
distanza ck:0 i:55 vale=2.30132 , best dist:1.79769e+308
distanza ck:1 i:55 vale=2.22657 , best dist:2.30132
distanza ck:2 i:55 vale=2.17229 , best dist:2.22657
distanza ck:0 i:56 vale=2.25317 , best dist:1.79769e+308
distanza ck:1 i:56 vale=2.18356 , best dist:2.25317
distanza ck:2 i:56 vale=2.14058 , best dist:2.18356
distanza ck:0 i:57 vale=2.24911 , best dist:1.79769e+308
distanza ck:1 i:57 vale=2.18432 , best dist:2.24911
distanza ck:2 i:57 vale=2.13669 , best dist:2.18432
distanza ck:0 i:58 vale=2.29526 , best dist:1.79769e+308
distanza ck:1 i:58 vale=2.22774 , best dist:2.29526
distanza ck:2 i:58 vale=2.18877 , best dist:2.22774
distanza ck:0 i:59 vale=2.26768 , best dist:1.79769e+308
distanza ck:1 i:59 vale=2.20634 , best dist:2.26768
distanza ck:2 i:59 vale=2.16749 , best dist:2.20634
fine step assegnazione it1
ricalcolo centroidi come medi in it1
ricalcolati centroidi, fare smoot iter1
finito smoot centroidi e quindi fine iter1
membri ad iter1: 
0 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 2 , 
step assegnazione it2
distanza ck:0 i:0 vale=2.13855 , best dist:1.79769e+308
distanza ck:1 i:0 vale=2.17166 , best dist:2.13855
distanza ck:2 i:0 vale=2.24141 , best dist:2.13855
distanza ck:0 i:1 vale=2.18512 , best dist:1.79769e+308
distanza ck:1 i:1 vale=2.21754 , best dist:2.18512
distanza ck:2 i:1 vale=2.28168 , best dist:2.18512
distanza ck:0 i:2 vale=2.13233 , best dist:1.79769e+308
distanza ck:1 i:2 vale=2.16517 , best dist:2.13233
distanza ck:2 i:2 vale=2.23922 , best dist:2.13233
distanza ck:0 i:3 vale=2.18193 , best dist:1.79769e+308
distanza ck:1 i:3 vale=2.18128 , best dist:2.18193
distanza ck:2 i:3 vale=2.26551 , best dist:2.18128
distanza ck:0 i:4 vale=2.15762 , best dist:1.79769e+308
distanza ck:1 i:4 vale=2.19363 , best dist:2.15762
distanza ck:2 i:4 vale=2.26679 , best dist:2.15762
distanza ck:0 i:5 vale=2.1613 , best dist:1.79769e+308
distanza ck:1 i:5 vale=2.16005 , best dist:2.1613
distanza ck:2 i:5 vale=2.2429 , best dist:2.16005
distanza ck:0 i:6 vale=2.15519 , best dist:1.79769e+308
distanza ck:1 i:6 vale=2.1997 , best dist:2.15519
distanza ck:2 i:6 vale=2.27121 , best dist:2.15519
distanza ck:0 i:7 vale=2.1828 , best dist:1.79769e+308
distanza ck:1 i:7 vale=2.21258 , best dist:2.1828
distanza ck:2 i:7 vale=2.28046 , best dist:2.1828
distanza ck:0 i:8 vale=2.16528 , best dist:1.79769e+308
distanza ck:1 i:8 vale=2.20432 , best dist:2.16528
distanza ck:2 i:8 vale=2.27949 , best dist:2.16528
distanza ck:0 i:9 vale=2.15164 , best dist:1.79769e+308
distanza ck:1 i:9 vale=2.18772 , best dist:2.15164
distanza ck:2 i:9 vale=2.2561 , best dist:2.15164
distanza ck:0 i:10 vale=2.1578 , best dist:1.79769e+308
distanza ck:1 i:10 vale=2.19646 , best dist:2.1578
distanza ck:2 i:10 vale=2.27172 , best dist:2.1578
distanza ck:0 i:11 vale=2.14755 , best dist:1.79769e+308
distanza ck:1 i:11 vale=2.18602 , best dist:2.14755
distanza ck:2 i:11 vale=2.2598 , best dist:2.14755
distanza ck:0 i:12 vale=2.15794 , best dist:1.79769e+308
distanza ck:1 i:12 vale=2.18989 , best dist:2.15794
distanza ck:2 i:12 vale=2.25187 , best dist:2.15794
distanza ck:0 i:13 vale=2.13412 , best dist:1.79769e+308
distanza ck:1 i:13 vale=2.16961 , best dist:2.13412
distanza ck:2 i:13 vale=2.24903 , best dist:2.13412
distanza ck:0 i:14 vale=2.13234 , best dist:1.79769e+308
distanza ck:1 i:14 vale=2.17293 , best dist:2.13234
distanza ck:2 i:14 vale=2.24999 , best dist:2.13234
distanza ck:0 i:15 vale=2.16169 , best dist:1.79769e+308
distanza ck:1 i:15 vale=2.19805 , best dist:2.16169
distanza ck:2 i:15 vale=2.26363 , best dist:2.16169
distanza ck:0 i:16 vale=2.14646 , best dist:1.79769e+308
distanza ck:1 i:16 vale=2.1804 , best dist:2.14646
distanza ck:2 i:16 vale=2.2438 , best dist:2.14646
distanza ck:0 i:17 vale=2.15078 , best dist:1.79769e+308
distanza ck:1 i:17 vale=2.18587 , best dist:2.15078
distanza ck:2 i:17 vale=2.25764 , best dist:2.15078
distanza ck:0 i:18 vale=2.14003 , best dist:1.79769e+308
distanza ck:1 i:18 vale=2.17716 , best dist:2.14003
distanza ck:2 i:18 vale=2.25557 , best dist:2.14003
distanza ck:0 i:19 vale=2.16815 , best dist:1.79769e+308
distanza ck:1 i:19 vale=2.20479 , best dist:2.16815
distanza ck:2 i:19 vale=2.27343 , best dist:2.16815
distanza ck:0 i:20 vale=2.18883 , best dist:1.79769e+308
distanza ck:1 i:20 vale=2.14179 , best dist:2.18883
distanza ck:2 i:20 vale=2.18643 , best dist:2.14179
distanza ck:0 i:21 vale=2.21828 , best dist:1.79769e+308
distanza ck:1 i:21 vale=2.17494 , best dist:2.21828
distanza ck:2 i:21 vale=2.21866 , best dist:2.17494
distanza ck:0 i:22 vale=2.22049 , best dist:1.79769e+308
distanza ck:1 i:22 vale=2.1736 , best dist:2.22049
distanza ck:2 i:22 vale=2.212 , best dist:2.1736
distanza ck:0 i:23 vale=2.17663 , best dist:1.79769e+308
distanza ck:1 i:23 vale=2.13428 , best dist:2.17663
distanza ck:2 i:23 vale=2.17468 , best dist:2.13428
distanza ck:0 i:24 vale=2.19033 , best dist:1.79769e+308
distanza ck:1 i:24 vale=2.14475 , best dist:2.19033
distanza ck:2 i:24 vale=2.18397 , best dist:2.14475
distanza ck:0 i:25 vale=2.19671 , best dist:1.79769e+308
distanza ck:1 i:25 vale=2.15418 , best dist:2.19671
distanza ck:2 i:25 vale=2.19184 , best dist:2.15418
distanza ck:0 i:26 vale=2.20603 , best dist:1.79769e+308
distanza ck:1 i:26 vale=2.16367 , best dist:2.20603
distanza ck:2 i:26 vale=2.20026 , best dist:2.16367
distanza ck:0 i:27 vale=2.24962 , best dist:1.79769e+308
distanza ck:1 i:27 vale=2.19866 , best dist:2.24962
distanza ck:2 i:27 vale=2.23337 , best dist:2.19866
distanza ck:0 i:28 vale=2.20647 , best dist:1.79769e+308
distanza ck:1 i:28 vale=2.15597 , best dist:2.20647
distanza ck:2 i:28 vale=2.19156 , best dist:2.15597
distanza ck:0 i:29 vale=2.19266 , best dist:1.79769e+308
distanza ck:1 i:29 vale=2.14505 , best dist:2.19266
distanza ck:2 i:29 vale=2.1833 , best dist:2.14505
distanza ck:0 i:30 vale=2.23531 , best dist:1.79769e+308
distanza ck:1 i:30 vale=2.18739 , best dist:2.23531
distanza ck:2 i:30 vale=2.22187 , best dist:2.18739
distanza ck:0 i:31 vale=2.17692 , best dist:1.79769e+308
distanza ck:1 i:31 vale=2.13468 , best dist:2.17692
distanza ck:2 i:31 vale=2.17137 , best dist:2.13468
distanza ck:0 i:32 vale=2.1968 , best dist:1.79769e+308
distanza ck:1 i:32 vale=2.15819 , best dist:2.1968
distanza ck:2 i:32 vale=2.20316 , best dist:2.15819
distanza ck:0 i:33 vale=2.20507 , best dist:1.79769e+308
distanza ck:1 i:33 vale=2.15872 , best dist:2.20507
distanza ck:2 i:33 vale=2.19274 , best dist:2.15872
distanza ck:0 i:34 vale=2.21095 , best dist:1.79769e+308
distanza ck:1 i:34 vale=2.16423 , best dist:2.21095
distanza ck:2 i:34 vale=2.20032 , best dist:2.16423
distanza ck:0 i:35 vale=2.22057 , best dist:1.79769e+308
distanza ck:1 i:35 vale=2.16806 , best dist:2.22057
distanza ck:2 i:35 vale=2.20745 , best dist:2.16806
distanza ck:0 i:36 vale=2.21329 , best dist:1.79769e+308
distanza ck:1 i:36 vale=2.17422 , best dist:2.21329
distanza ck:2 i:36 vale=2.2153 , best dist:2.17422
distanza ck:0 i:37 vale=2.23459 , best dist:1.79769e+308
distanza ck:1 i:37 vale=2.18536 , best dist:2.23459
distanza ck:2 i:37 vale=2.22102 , best dist:2.18536
distanza ck:0 i:38 vale=2.20443 , best dist:1.79769e+308
distanza ck:1 i:38 vale=2.15532 , best dist:2.20443
distanza ck:2 i:38 vale=2.19185 , best dist:2.15532
distanza ck:0 i:39 vale=2.1946 , best dist:1.79769e+308
distanza ck:1 i:39 vale=2.1494 , best dist:2.1946
distanza ck:2 i:39 vale=2.19613 , best dist:2.1494
distanza ck:0 i:40 vale=2.28837 , best dist:1.79769e+308
distanza ck:1 i:40 vale=2.21515 , best dist:2.28837
distanza ck:2 i:40 vale=2.16803 , best dist:2.21515
distanza ck:0 i:41 vale=2.30111 , best dist:1.79769e+308
distanza ck:1 i:41 vale=2.22637 , best dist:2.30111
distanza ck:2 i:41 vale=2.17382 , best dist:2.22637
distanza ck:0 i:42 vale=2.26089 , best dist:1.79769e+308
distanza ck:1 i:42 vale=2.19185 , best dist:2.26089
distanza ck:2 i:42 vale=2.14294 , best dist:2.19185
distanza ck:0 i:43 vale=2.28078 , best dist:1.79769e+308
distanza ck:1 i:43 vale=2.21273 , best dist:2.28078
distanza ck:2 i:43 vale=2.17087 , best dist:2.21273
distanza ck:0 i:44 vale=2.27097 , best dist:1.79769e+308
distanza ck:1 i:44 vale=2.20285 , best dist:2.27097
distanza ck:2 i:44 vale=2.15783 , best dist:2.20285
distanza ck:0 i:45 vale=2.24718 , best dist:1.79769e+308
distanza ck:1 i:45 vale=2.18379 , best dist:2.24718
distanza ck:2 i:45 vale=2.14301 , best dist:2.18379
distanza ck:0 i:46 vale=2.2764 , best dist:1.79769e+308
distanza ck:1 i:46 vale=2.20301 , best dist:2.2764
distanza ck:2 i:46 vale=2.15433 , best dist:2.20301
distanza ck:0 i:47 vale=2.26847 , best dist:1.79769e+308
distanza ck:1 i:47 vale=2.19702 , best dist:2.26847
distanza ck:2 i:47 vale=2.15558 , best dist:2.19702
distanza ck:0 i:48 vale=2.25939 , best dist:1.79769e+308
distanza ck:1 i:48 vale=2.19439 , best dist:2.25939
distanza ck:2 i:48 vale=2.1581 , best dist:2.19439
distanza ck:0 i:49 vale=2.25801 , best dist:1.79769e+308
distanza ck:1 i:49 vale=2.18834 , best dist:2.25801
distanza ck:2 i:49 vale=2.14318 , best dist:2.18834
distanza ck:0 i:50 vale=2.26988 , best dist:1.79769e+308
distanza ck:1 i:50 vale=2.19591 , best dist:2.26988
distanza ck:2 i:50 vale=2.14696 , best dist:2.19591
distanza ck:0 i:51 vale=2.29031 , best dist:1.79769e+308
distanza ck:1 i:51 vale=2.22053 , best dist:2.29031
distanza ck:2 i:51 vale=2.17829 , best dist:2.22053
distanza ck:0 i:52 vale=2.27101 , best dist:1.79769e+308
distanza ck:1 i:52 vale=2.20022 , best dist:2.27101
distanza ck:2 i:52 vale=2.14694 , best dist:2.20022
distanza ck:0 i:53 vale=2.29341 , best dist:1.79769e+308
distanza ck:1 i:53 vale=2.22335 , best dist:2.29341
distanza ck:2 i:53 vale=2.17862 , best dist:2.22335
distanza ck:0 i:54 vale=2.27196 , best dist:1.79769e+308
distanza ck:1 i:54 vale=2.20535 , best dist:2.27196
distanza ck:2 i:54 vale=2.15471 , best dist:2.20535
distanza ck:0 i:55 vale=2.30132 , best dist:1.79769e+308
distanza ck:1 i:55 vale=2.22601 , best dist:2.30132
distanza ck:2 i:55 vale=2.17087 , best dist:2.22601
distanza ck:0 i:56 vale=2.25317 , best dist:1.79769e+308
distanza ck:1 i:56 vale=2.18248 , best dist:2.25317
distanza ck:2 i:56 vale=2.14034 , best dist:2.18248
distanza ck:0 i:57 vale=2.24911 , best dist:1.79769e+308
distanza ck:1 i:57 vale=2.18376 , best dist:2.24911
distanza ck:2 i:57 vale=2.13563 , best dist:2.18376
distanza ck:0 i:58 vale=2.29526 , best dist:1.79769e+308
distanza ck:1 i:58 vale=2.22677 , best dist:2.29526
